Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Registered_under_Human_Rights_Violations,Policemen_Chargesheeted,Policemen_Convicted
Kerala,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Madhya Pradesh,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Maharashtra,2007,HR_Indignity to Women,09. Indignity to Women,1.0,1.0,0.0
Manipur,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Meghalaya,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Mizoram,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Nagaland,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Odisha,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Tamil Nadu,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Tripura,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
West Bengal,2007,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Andhra Pradesh,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Arunachal Pradesh,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Assam,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Bihar,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Chhattisgarh,2008,HR_Indignity to Women,09. Indignity to Women,3.0,0.0,0.0
Gujarat,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Haryana,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Himachal Pradesh,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Jammu & Kashmir,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Karnataka,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Maharashtra,2008,HR_Indignity to Women,09. Indignity to Women,1.0,1.0,0.0
Manipur,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Meghalaya,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Mizoram,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Nagaland,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Odisha,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
West Bengal,2008,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Andhra Pradesh,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Arunachal Pradesh,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Assam,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Bihar,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Chandigarh,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Chhattisgarh,2009,HR_Indignity to Women,09. Indignity to Women,1.0,1.0,0.0
Gujarat,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Haryana,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Himachal Pradesh,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Jammu & Kashmir,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Karnataka,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Maharashtra,2009,HR_Indignity to Women,09. Indignity to Women,2.0,2.0,0.0
Manipur,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Meghalaya,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Nagaland,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Odisha,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Tamil Nadu,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
West Bengal,2009,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Andhra Pradesh,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Arunachal Pradesh,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Bihar,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Chhattisgarh,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Gujarat,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Himachal Pradesh,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Jammu & Kashmir,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Karnataka,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Maharashtra,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Manipur,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Meghalaya,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Nagaland,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Odisha,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
West Bengal,2010,HR_Indignity to Women,09. Indignity to Women,0.0,0.0,0.0
Andhra Pradesh,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,22.0,14.0,2.0
Arunachal Pradesh,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Assam,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Bihar,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chandigarh,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Gujarat,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Haryana,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,0.0,0.0
Himachal Pradesh,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jammu & Kashmir,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jharkhand,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,1.0,0.0
Karnataka,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,13.0,1.0,0.0
Maharashtra,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Meghalaya,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
West Bengal,2001,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,5.0,6.0,0.0
Assam,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Bihar,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chandigarh,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Daman & Diu,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Gujarat,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Haryana,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Himachal Pradesh,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jammu & Kashmir,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Karnataka,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Madhya Pradesh,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Maharashtra,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,1.0,0.0
Meghalaya,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,7.0,2.0,0.0
Punjab,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
West Bengal,2002,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,19.0,8.0,0.0
Arunachal Pradesh,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Assam,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Bihar,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chandigarh,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Daman & Diu,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Gujarat,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Haryana,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Himachal Pradesh,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jammu & Kashmir,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Karnataka,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,8.0,2.0,0.0
Madhya Pradesh,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,1.0,1.0
Maharashtra,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Meghalaya,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,3.0,0.0,0.0
Punjab,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
West Bengal,2003,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,20.0,2.0,0.0
Arunachal Pradesh,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Bihar,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Gujarat,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,2.0,0.0
Himachal Pradesh,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Karnataka,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Madhya Pradesh,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Maharashtra,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,1.0,0.0
Manipur,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Meghalaya,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Mizoram,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,3.0,2.0,0.0
Punjab,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Tamil Nadu,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
West Bengal,2004,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Arunachal Pradesh,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Assam,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chandigarh,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Gujarat,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Haryana,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Himachal Pradesh,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jammu & Kashmir,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jharkhand,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,0.0,0.0
Karnataka,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Madhya Pradesh,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Maharashtra,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Manipur,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Meghalaya,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Mizoram,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,0.0,0.0
Punjab,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Uttar Pradesh,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
West Bengal,2005,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Arunachal Pradesh,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Assam,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chandigarh,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Gujarat,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Himachal Pradesh,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jammu & Kashmir,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jharkhand,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,0.0,0.0
Karnataka,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Madhya Pradesh,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Manipur,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Meghalaya,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Mizoram,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Uttar Pradesh,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
West Bengal,2006,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Arunachal Pradesh,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Assam,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Bihar,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Gujarat,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,10.0,10.0,0.0
Haryana,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Himachal Pradesh,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jammu & Kashmir,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Karnataka,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Kerala,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Madhya Pradesh,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Maharashtra,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,0.0,0.0
Manipur,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Meghalaya,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Mizoram,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Tamil Nadu,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Tripura,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
West Bengal,2007,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Arunachal Pradesh,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Assam,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Bihar,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,0.0,0.0
Gujarat,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Haryana,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Himachal Pradesh,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jammu & Kashmir,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Karnataka,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Maharashtra,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Manipur,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Meghalaya,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Mizoram,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
West Bengal,2008,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Arunachal Pradesh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Assam,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Bihar,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chandigarh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Gujarat,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Haryana,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Himachal Pradesh,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jammu & Kashmir,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Karnataka,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Maharashtra,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Manipur,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Meghalaya,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,6.0,0.0,0.0
Tamil Nadu,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
West Bengal,2009,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Arunachal Pradesh,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Bihar,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Chhattisgarh,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Gujarat,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Himachal Pradesh,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Jammu & Kashmir,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Karnataka,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Maharashtra,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,1.0,0.0,0.0
Manipur,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Meghalaya,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Nagaland,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Odisha,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,5.0,1.0,0.0
West Bengal,2010,HR_Atrocities on SC/ST,10. Atrocities on SC/ST,0.0,0.0,0.0
Andhra Pradesh,2001,HR_Others Violations by Police,11. Others,18.0,12.0,0.0
Arunachal Pradesh,2001,HR_Others Violations by Police,11. Others,10.0,5.0,0.0
Assam,2001,HR_Others Violations by Police,11. Others,29.0,0.0,0.0
Bihar,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Chandigarh,2001,HR_Others Violations by Police,11. Others,1.0,0.0,0.0
Chhattisgarh,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Gujarat,2001,HR_Others Violations by Police,11. Others,12.0,8.0,0.0
Haryana,2001,HR_Others Violations by Police,11. Others,1.0,1.0,0.0
Himachal Pradesh,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Jammu & Kashmir,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Jharkhand,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Karnataka,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Maharashtra,2001,HR_Others Violations by Police,11. Others,7.0,6.0,0.0
Meghalaya,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Nagaland,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Odisha,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Punjab,2001,HR_Others Violations by Police,11. Others,8.0,5.0,0.0
West Bengal,2001,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Andhra Pradesh,2002,HR_Others Violations by Police,11. Others,9.0,4.0,0.0
Assam,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Bihar,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Chandigarh,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Chhattisgarh,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Daman & Diu,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Gujarat,2002,HR_Others Violations by Police,11. Others,14.0,12.0,0.0
Haryana,2002,HR_Others Violations by Police,11. Others,1.0,1.0,0.0
Himachal Pradesh,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Jammu & Kashmir,2002,HR_Others Violations by Police,11. Others,4.0,2.0,0.0
Karnataka,2002,HR_Others Violations by Police,11. Others,1.0,0.0,0.0
Madhya Pradesh,2002,HR_Others Violations by Police,11. Others,1.0,0.0,0.0
Maharashtra,2002,HR_Others Violations by Police,11. Others,6.0,3.0,0.0
Meghalaya,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Nagaland,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Odisha,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Punjab,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
West Bengal,2002,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Andhra Pradesh,2003,HR_Others Violations by Police,11. Others,3.0,2.0,0.0
Arunachal Pradesh,2003,HR_Others Violations by Police,11. Others,4.0,0.0,0.0
Assam,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Bihar,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Chandigarh,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Chhattisgarh,2003,HR_Others Violations by Police,11. Others,7.0,0.0,7.0
Daman & Diu,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Gujarat,2003,HR_Others Violations by Police,11. Others,15.0,5.0,0.0
Haryana,2003,HR_Others Violations by Police,11. Others,2.0,0.0,0.0
Himachal Pradesh,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Jammu & Kashmir,2003,HR_Others Violations by Police,11. Others,1.0,0.0,0.0
Karnataka,2003,HR_Others Violations by Police,11. Others,4.0,0.0,0.0
Maharashtra,2003,HR_Others Violations by Police,11. Others,1.0,1.0,0.0
Meghalaya,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Nagaland,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Odisha,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
Punjab,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
West Bengal,2003,HR_Others Violations by Police,11. Others,0.0,0.0,0.0
